Part,Division,Subdivision,Clause,Clause Title,Start Page,End Page,Full Reference,Type,Text
(CPCCBC4012B); and 
 
(d) select and prepare a construction contract 
(CPCCBC4003A). 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
416 
  
 
39 Class of domestic builder (limited to bathroom, 
kitchen and laundry renovation) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to bathroom, 
kitchen and laundry renovation) are— 
 
(a) the successful completion of a certificate 
in cabinet making (MSF31113) from an 
RTO, including the additional units of 
competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
40 Class of domestic builder (limited to earthworks and 
excavation work) 
 
(1) The prescribed qualifications for registration 
in the class of domestic builder (limited to 
earthworks and excavation work) are— 
 
(a) the successful completion of a certificate 
in civil construction plant operations 
(RII30815) from an RTO, including the 
required units of competency and the 
additional units of competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
417 
  
 
(b) read and interpret plans and specifications 
(CPCCBC4012B); and 
 
(c) arrange building applications and approvals 
(CPCCBC4026A). 
 
(3) For the purposes of this clause, the required units 
of competency are— 
 
(a) apply the principles of earthworks 
construction (RIIMPO402D); and 
 
(b) conduct earthworks (RIICRC306D); and 
 
(c) carry out excavation (CPCCCM2002A); and 
 
(d) install trench support (RIICCM210D). 
 
41 Class of domestic builder (limited to footings and 
slab work) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to footings 
and slab work) are— 
 
(a) the successful completion of a certificate 
in concreting (CPC30313) from an RTO, 
including the additional unit of competency; 
and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional unit 
of competency is arrange building applications 
and approvals (CPCCBC4026A). 
 
42 Class of domestic builder (limited to framing) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to framing) 
are— 
 
(a) the successful completion of a certificate 
in carpentry (CPC30211) from an RTO, 
including the required units of competency 
and the additional units of competency; and 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
418 
  
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
(3) For the purposes of this clause, the required units 
of competency are— 
 
(a) construct ceiling frames (CPCCCA3005B); 
and 
 
(b) construct pitched roofs (CPCCCA3007C); 
and 
 
(c) erect roof trusses (CPCCCA3006B). 
 
43 Class of domestic builder (limited to bricklaying and 
blocklaying) 
 
(1) The prescribed qualifications for registration 
in the class of domestic builder (limited to 
bricklaying and blocklaying) are— 
 
(a) the successful completion of a certificate 
in bricklaying and blocklaying (CPC30111) 
from an RTO, including the additional units 
of competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
419 
  
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
44 Class of domestic builder (limited to external wall 
cladding) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to external 
wall cladding) are— 
 
(a) the successful completion of a certificate 
in carpentry (CPC30211) from an RTO, 
including the required unit of competency 
and the additional units of competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
(3) For the purposes of this clause, the required unit 
of competency is install exterior cladding 
(CPCCCA3017B). 
 
45 Class of domestic builder (limited to roof tiling) 
 
(1) The prescribed qualifications for registration 
in the class of domestic builder (limited to roof 
tiling) are the successful completion of— 
 
(a) a certificate in roof tiling (CPC30812) from 
an RTO, including the additional units of 
competency; and 
 
(b) at least 2 years of practical experience. 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
420 
  
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
46 Class of domestic builder (limited to waterproofing) 
 
(1) The prescribed qualifications for registration 
in the class of domestic builder (limited to 
waterproofing) are— 
 
(a) the successful completion of a certificate 
in construction waterproofing (CPC31411) 
from an RTO, including the additional units 
of competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
47 Class of domestic builder (limited to door and 
window replacement and installation) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to door and 
window replacement and installation) are— 
 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
421 
  
 
(a) the successful completion of— 
 
(i) a certificate in carpentry (CPC30211) 
from an RTO, including the additional 
units of competency; or 
 
(ii) a certificate in joinery (CPC31912) 
from an RTO, including the additional 
units of competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
48 Class of domestic builder (limited to site works 
involved in relocating a dwelling) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to site works 
involved in relocating a dwelling) are— 
 
(a) the successful completion of— 
 
(i) a certificate in carpentry (CPC30211) 
from an RTO, including the additional 
units of competency; or 
 
(ii) a certificate in civil foundations 
(RII31215) from an RTO, including the 
required units of competency and the 
additional units of competency; and 
 
(b) at least 2 years of practical experience. 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
422 
  
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
(3) For the purposes of this regulation, the required 
units of competency are— 
 
(a) conduct earthworks (RIICRC306D); and 
 
(b) construct underpinning (RIICFW301D). 
 
49 Class of domestic builder (limited to re-stumping 
and re-blocking) 
 
(1) The prescribed qualifications for registration 
in the class of domestic builder (limited to 
re-stumping and re-blocking) are— 
 
(a) the successful completion of a certificate in 
civil foundations (RII31215) from an RTO, 
including the additional units of competency; 
and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
423 
  
 
50 Class of domestic builder (limited to cabinet 
making, joinery and stair construction) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to cabinet 
making, joinery and stair construction) are— 
 
(a) the successful completion of— 
 
(i) a certificate in cabinet making 
(MSF31113) from an RTO, including 
the additional units of competency and 
the required unit of competency; or 
 
(ii) a certificate in joinery (CPC31912) 
from an RTO, including the additional 
units of competency; or 
 
(iii) a certificate in carpentry (CPC30211) 
from an RTO, including the additional 
units of competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
(3) For the purposes of this clause, the required unit 
of competency is install furnishing products 
(MSFFM3006). 
 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
424 
  
 
51 Class of domestic builder (limited to carpentry) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to carpentry) 
are— 
 
(a) the successful completion of a certificate 
in carpentry (CPC30211) from an RTO, 
including the additional units of competency; 
and 
 
(b) at least 3 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
52 Class of domestic builder (limited to the erection of 
poles, masts and antennas) 
 
(1) The prescribed qualification for registration in the 
class of domestic builder (limited to the erection 
of poles, masts and antennas) are— 
 
(a) the successful completion of the required 
units of competency from an RTO; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the required units 
of competency are— 
 
(a) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(b) read and interpret plans and specifications 
(CPCCBC4012B); and 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
425 
  
 
(c) install a terrestrial antenna (ICTRFN202); 
and 
 
(d) install a satellite antenna (ICTRFN201); and 
 
(e) arrange building applications and approvals 
(CPCCBC4026A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
53 Class of domestic builder (limited to sheet 
plastering) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to sheet 
plastering) are— 
 
(a) the successful completion of a certificate 
in wall and ceiling lining (CPC31211) from 
an RTO, including the additional units of 
competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
426 
  
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
54 Class of domestic builder (limited to solid plastering 
and rendering) 
 
(1) The prescribed qualification for registration in 
the class of domestic builder (limited to solid 
plastering and rendering) are— 
 
(a) the successful completion of a certificate in 
solid plastering (CPC31011) from an RTO, 
including the additional units of competency; 
and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
427 
  
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
55 Class of domestic builder (limited to floor finishing 
and covering) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to floor 
finishing and covering) are— 
 
(a) the successful completion of a certificate 
in flooring technology (MSF30813) from 
an RTO, including the additional units of 
competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
428 
  
 
56 Class of domestic builder (limited to glazing work) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to glazing 
work) are— 
 
(a) the successful completion of a certificate 
in glass and glazing (MSF30413) from an 
RTO, including the additional units of 
competency; and 
 
(b) at least 2 years of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
57 Class of domestic builder (limited to insulation 
work) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to insulation 
work) are— 
 
(a) the successful completion of a certificate 
in wall and ceiling lining (CPC31211) from 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
429 
  
an RTO, including the additional units of 
competency and the required units of 
competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
 
(3) For the purposes of this clause, the required units 
of competency are— 
 
(a) install bulk insulation and pliable membrane 
products (CPCCPB3014); and 
 
 
 
(b) install acoustic and thermal environmental 
protection systems (CPCCPB3015A); and 
 
(c) install ceiling insulation products 
(CPCCPB3027). 
 
 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
Sch. 9 
cl. 57(3)(a) 
substituted by 
S.R. No. 
75/2018 
reg. 28(4). 
Sch. 9 
cl. 57(3)(c) 
amended by 
S.R. No. 
75/2018 
reg. 28(5). 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
430 
  
 
58 Class of domestic builder (limited to painting and 
decorating) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to painting 
and decorating) are— 
 
(a) the successful completion of a certificate 
in painting and decorating (CPC30611) from 
an RTO, including the additional units of 
competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
431 
  
 
59 Class of domestic builder (limited to floor and wall 
tiling work) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to floor and 
wall tiling work) are— 
 
(a) the successful completion of a certificate 
in wall and floor tiling (CPC31311) from an 
RTO, including the additional units of 
competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
432 
  
 
60 Class of domestic builder (limited to attaching 
external fixtures) 
 
(1) The prescribed qualifications for registration in 
the class of domestic builder (limited to attaching 
external fixtures) are— 
 
(a) the successful completion of— 
 
(i) a certificate in carpentry (CPC30211) 
from an RTO, including the additional 
units of competency; or 
 
(ii) a certificate in blinds, awnings, security 
screens and grilles (MSF30913) from 
an RTO, including the additional units 
of competency; and 
 
(b) at least one year of practical experience. 
 
(2) For the purposes of this clause, the additional 
units of competency are— 
 
(a) arrange building applications and approvals 
(CPCCBC4026A); and 
 
(b) produce labour and material schedules for 
ordering (CPCCBC4005A); and 
 
(c) select and prepare a construction contract 
(CPCCBC4003A). 
Note 
Under regulation 7 of the Domestic Building Contracts 
Regulations 2017, if this type of building work is undertaken in 
isolation under a contract, it is not considered domestic building 
work to which the Domestic Building Contracts Act 1995 
applies. However registration under Part 11 of the Act to carry 
out this type of building work is required if this work and another 
type of building work listed under regulation 7 of the Domestic 
Building Contracts Regulations 2017 are to be carried out under 
the same contract because that work is then considered to be 
domestic building work for the purposes of the Domestic Building 
Contracts Act 1995. 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
433 
  
 
61 Class of demolisher (low rise) 
The prescribed qualifications for registration in 
the class of demolisher (low rise) are— 
 
(a) the successful completion of a certificate in 
demolition (CPC30413) from an RTO; and 
 
(b) at least 2 years of practical experience. 
 
62 Class of demolisher (medium rise) 
The prescribed qualifications for registration in 
the class of demolisher (medium rise) are— 
 
(a) the successful completion of a certificate in 
demolition (CPC30413) from an RTO; and 
 
(b) at least 2 years of practical experience. 
 
63 Class of demolisher (unlimited) 
The prescribed qualifications for registration in 
the class of demolisher (unlimited) are— 
 
(a) the successful completion of a certificate in 
demolition (CPC41013) from an RTO; and 
 
(b) at least 3 years of practical experience. 
 
64 Class of project manager (domestic) 
The prescribed qualifications for registration in 
the class of project manager (domestic) are— 
 
(a) the successful completion of— 
 
(i) a Bachelor of Construction 
Management and Economics from 
Holmesglen Institute; or 
 
(ii) a Bachelor of Construction 
Management (Honours) from 
Deakin University; or 
 
(iii) a Graduate Diploma of Construction 
Management from Swinburne 
University of Technology; or 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
434 
  
 
(iv) a diploma of building and construction 
(management) (CPC50308) from an 
RTO; and 
 
(b) at least 2 years of practical experience. 
 
65 Category of quantity surveyor 
The prescribed qualifications for registration in 
the category of quantity surveyor are— 
 
(a) the successful completion of— 
 
(i) a Bachelor of Applied Science 
(Construction Management) from 
RMIT University; or 
 
(ii) a Bachelor of Construction 
Management (Honours) from 
Deakin University; or 
 
(iii) a Bachelor of Construction 
Management and Economics from 
Holmesglen Institute; and 
 
(b) at least 2 years of practical experience. 
 
66 Class of temporary structures (limited to scaffolding 
stages and towers) 
 
(1) The prescribed qualifications for registration 
in the class of temporary structures (limited to 
scaffolding stages and towers) are at least 2 years 
of practical experience and— 
 
(a) an intermediate scaffolding licence issued 
under the Occupational Health and Safety 
Regulations 2017; or 
 
(b) the successful completion of the required 
unit of competency from an RTO. 
 
(2) For the purposes of this clause, the required 
unit of competency from an RTO is identify 
construction work hazards and select risk control 
strategies (CPCCWHS3001). 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 9—Prescribed classes of building 
practitioners and prescribed qualifications 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
435 
  
 
67 Class of temporary structures (limited to tents and 
marquees) 
 
(1) The prescribed qualifications for registration in 
the class of temporary structures (limited to tents 
and marquees) are— 
 
(a) the successful completion of the required 
unit of competency from an RTO; and 
 
(b) 2 years of practical experience. 
 
(2) For the purposes of this clause, the required unit 
of competency from an RTO is identify 
construction work hazards and select risk control 
strategies (CPCCWHS3001)."
,,,,Schedule 10—Work authorised to be carried out by a registered building surveyor,452,455,Schedule 10—Work authorised to be carried out by a registered building surveyor,Schedule,"Authorised by the Chief Parliamentary Counsel 
Schedule 10—Work authorised to be carried 
out by a registered building surveyor 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
436 
  
Schedule 10—Work authorised to be carried 
out by a registered building surveyor 
Regulation 259 
Table 
Column 1 
 
 
Item 
Column 2 
Category/prescribed 
class of building 
practitioner 
Column 3 
 
 
Authorised work 
1 
Category of building 
surveyor, class of 
building surveyor 
(unlimited) 
Any functions conferred on a building surveyor 
under the Act and these Regulations, for all 
classes of building of unlimited height or floor 
area including the following— 
(a) issuing building permits and temporary 
approvals as applicable under the Act; 
(b) arranging and undertaking inspections of 
building work to determine compliance 
with the Act, these Regulations and the 
building permit; 
(c) taking actions authorised under the Act and 
these Regulations to ensure building work 
complies with the Act, these Regulations 
and the building permit, including 
issuing— 
(i) building notices; and 
(ii) building orders; and 
(iii) directions to fix building work under 
section 37A of the Act; 
(d) approving the use and occupation of 
buildings in accordance with the Act 
and these Regulations, including issuing 
occupancy permits and certificates of final 
inspection; 
(e) carrying out the functions of a municipal 
building surveyor if the building 
surveyor— 
(i) has been appointed as a municipal 
building surveyor in accordance with 
section 213 of the Act; or 
 
Sch. 10 
amended by 
S.R. No. 
2/2024 reg. 8. 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 10—Work authorised to be carried 
out by a registered building surveyor 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
437 
  
Column 1 
 
 
Item 
Column 2 
Category/prescribed 
class of building 
practitioner 
Column 3 
 
 
Authorised work 
 
 
(ii) is deemed to be a municipal building 
surveyor under section 215 of the 
Act; or 
(iii) is acting as a delegate of a municipal 
building surveyor under section 
216B of the Act, but only to the 
extent of carrying out the functions 
set out in the instrument of 
delegation; 
(f) issuing certificates of compliance stating 
that proposed building work in the nature 
of design work complies with the Act and 
these Regulations; 
(g) in relation to building work that has 
been inspected personally by that building 
surveyor, issuing certificates of compliance 
stating that the building work complies 
with the Act and these Regulations. 
2 
Category of building 
surveyor, class of 
building surveyor 
(limited) 
Any functions conferred on a building surveyor 
under the Act and these Regulations, for all 
classes of building up to 3 storeys in height with 
a maximum floor area of 2000 m2 including the 
following— 
(a) issuing building permits and temporary 
approvals as applicable under the Act; 
(b) undertaking inspections of building work 
to determine compliance with the Act, 
these Regulations and the building permit; 
 
 
(c) taking actions authorised under the Act and 
these Regulations to ensure building work 
complies with the Act, these Regulations 
and the building permit, including 
issuing— 
(i) building notices; and 
(ii) building orders; and 
(iii) directions to fix building work under 
section 37A of the Act; 
 
Authorised by the Chief Parliamentary Counsel 
Schedule 10—Work authorised to be carried 
out by a registered building surveyor 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
438 
  
Column 1 
 
 
Item 
Column 2 
Category/prescribed 
class of building 
practitioner 
Column 3 
 
 
Authorised work 
 
 
(d) approving the use and occupation of 
buildings in accordance with the Act 
and these Regulations, including issuing 
occupancy permits and certificates of final 
inspection; 
(e) carrying out the functions of a municipal 
building surveyor if the building surveyor 
is acting as a delegate or a municipal 
building surveyor under section 216B of 
the Act, but only to the extent of carrying 
out the functions set out in the instrument 
of delegation; 
(f) issuing certificates of compliance stating 
that proposed building work in the nature 
of design work complies with the Act and 
these Regulations; 
(g) in relation to building work that has 
been inspected personally by that building 
surveyor, issuing certificates of compliance 
stating that the building work complies 
with the Act and these Regulations."
